;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;sig
Supt6h;1077.782246;0.023098418;0.080518064;0.286872495;0.774209952;0.999862907;Not Sig
Supt7l;93.25478577;0.015969743;0.164741745;0.096938049;0.922775592;0.999862907;Not Sig
Supv3l1;322.8894571;-0.021842328;0.113064175;-0.193185224;0.846813911;0.999862907;Not Sig
Surf2;251.9242706;-0.017729015;0.125525746;-0.141238076;0.887681867;0.999862907;Not Sig
Surf4;3843.572218;0.05107093;0.088748341;0.575457853;0.564981687;0.999862907;Not Sig
Surf6;619.7949153;0.020707596;0.105964479;0.195420166;0.845064031;0.999862907;Not Sig
Susd2;591.1924566;-0.36256816;0.226547528;-1.600406602;0.109508411;0.999862907;Not Sig
Susd3;47.33427384;-0.26682711;0.269335172;-0.990687955;0.321837975;0.999862907;Not Sig
Susd4;122.593181;-0.066351795;0.179942606;-0.368738659;0.712322531;0.999862907;Not Sig
Susd6;186.8129842;0.131182049;0.154608565;0.848478533;0.396171523;0.999862907;Not Sig
Suv39h1;160.151786;0.018946625;0.190239725;0.099593422;0.920667116;0.999862907;Not Sig
Suv39h2;39.56972218;0.294892641;0.273455455;1.078393702;0.280858097;0.999862907;Not Sig
Sv2a;119.0423877;-0.111552326;0.163877722;-0.680704644;0.496058397;0.999862907;Not Sig
Sv2c;254.2218216;-0.05909771;0.209168762;-0.282536021;0.77753253;0.999862907;Not Sig
Svbp;170.7195078;-0.215337593;0.156231515;-1.378323655;0.168103383;0.999862907;Not Sig
Svil;1249.748907;-0.024416895;0.105288837;-0.231903928;0.816612634;0.999862907;Not Sig
Svip;14.55111553;-0.037937442;0.414019883;-0.091631933;0.926990479;0.999862907;Not Sig
Svop;1.220322283;0.013323611;1.663984037;0.008007055;0.993611363;0.999862907;Not Sig
Swi5;568.8688921;-0.180603939;0.128071267;-1.410183119;0.158485619;0.999862907;Not Sig
Swsap1;237.7672187;0.072089413;0.124248328;0.580204288;0.561776862;0.999862907;Not Sig
Swt1;298.399312;0.145905724;0.126240364;1.155777113;0.247772337;0.999862907;Not Sig
Syap1;439.0121685;0.175523872;0.113299624;1.549200843;0.121333447;0.999862907;Not Sig
Sybu;270.9449881;0.148361444;0.131209346;1.130723142;0.258171638;0.999862907;Not Sig
Syce1l;34.24768223;0.366038207;0.263743169;1.387858531;0.165180128;0.999862907;Not Sig
Syce2;36.51151527;-0.280312777;0.278386793;-1.006918377;0.313974;0.999862907;Not Sig
Sycp1;11.47717773;0.514098858;0.516704525;0.994957142;0.319757109;0.999862907;Not Sig
Sycp2;13.50496518;0.592105604;0.452050644;1.309821394;0.190256264;0.999862907;Not Sig
Syde1;351.0658937;-0.002650744;0.150650091;-0.017595368;0.985961652;0.999862907;Not Sig
Syde2;21.39968004;0.43822081;0.343870878;1.274376045;0.202530178;0.999862907;Not Sig
Syf2;1106.366578;0.025004347;0.09700258;0.257769918;0.796584482;0.999862907;Not Sig
Syk;78.94430121;0.044147974;0.211327084;0.208908261;0.834519855;0.999862907;Not Sig
Sympk;390.2169317;-0.162286188;0.122124525;-1.328858288;0.183894727;0.999862907;Not Sig
Syn1;9.275844408;0.184841352;0.543011377;0.340400514;0.733554931;0.999862907;Not Sig
Syn2;7.386187056;0.285946005;0.636752034;0.449069637;0.653381423;0.999862907;Not Sig
Syn3;12.61203529;0.176655616;0.474798758;0.372064192;0.709845056;0.999862907;Not Sig
Sync;356.6517604;0.058137446;0.129560511;0.448728129;0.65362779;0.999862907;Not Sig
Syncrip;527.5763806;0.171605799;0.109630221;1.565314732;0.117509131;0.999862907;Not Sig
Syndig1;320.2626246;-0.169785789;0.139654552;-1.215755496;0.224078077;0.999862907;Not Sig
Syne1;1256.304043;-0.031480642;0.102347363;-0.307586252;0.758397183;0.999862907;Not Sig
Syne3;21.756011;0.670492973;0.411370884;1.629898953;0.103122855;0.999862907;Not Sig
Syne4;20.13018567;-0.408497569;0.519945264;-0.785654946;0.432069665;0.999862907;Not Sig
Syne4.1;4.31133389;0.658547491;2.612609031;0.252065075;0.800990765;0.999862907;Not Sig
Syngap1;4.839563966;-0.035031566;0.780482156;-0.044884519;0.964199356;0.999862907;Not Sig
Syngr1;19.51833262;0.743005013;0.625791843;1.187303766;0.235107823;0.999862907;Not Sig
Syngr2;403.4110461;0.000884447;0.120314671;0.007351119;0.994134708;0.999862907;Not Sig
Syngr3;8.348721842;0.226736004;0.673615719;0.336595477;0.736421867;0.999862907;Not Sig
Syngr4;2.296366221;0.643110434;0.997040488;0.645019376;0.518914629;0.999862907;Not Sig
Synj1;610.0585692;0.037549343;0.102436297;0.366562876;0.713945104;0.999862907;Not Sig
Synj2;162.9477263;0.189466335;0.168082055;1.127225243;0.25964726;0.999862907;Not Sig
Synpo;193.1425426;-0.386900365;0.264965222;-1.46019301;0.144237036;0.999862907;Not Sig
Synpo2;115.8328232;0.045036933;0.226178451;0.199121237;0.842167909;0.999862907;Not Sig
Synpo2l;10.1110516;0.376114347;1.903026415;0.197640108;0.843326652;0.999862907;Not Sig
Synpr;3.322304049;1.19285122;0.976612964;1.221416533;0.221928351;0.999862907;Not Sig
Sypl1;377.8554619;-0.087606186;0.158906566;-0.551306271;0.581423741;0.999862907;Not Sig
Sys1;426.1422155;0.03361781;0.102472987;0.328065087;0.742862451;0.999862907;Not Sig
Syt1;14.41980753;0.102481908;0.460562449;0.222514685;0.823913243;0.999862907;Not Sig
Syt11;535.8210852;-0.094047831;0.16196413;-0.58067074;0.561462386;0.999862907;Not Sig
Syt12;20.76109439;0.233889578;0.413471757;0.565672441;0.571616473;0.999862907;Not Sig
Syt13;10.96531527;0.300112526;0.593087327;0.506017432;0.612844412;0.999862907;Not Sig
Syt15;61.29416261;-0.135009398;0.344228262;-0.392208928;0.694903848;0.999862907;Not Sig
Syt17;64.6543922;-0.099673639;0.260315947;-0.382894865;0.701797719;0.999862907;Not Sig
Syt2;1.585693803;-2.034258592;1.359486464;-1.496343396;0.134564192;0.999862907;Not Sig
Syt6;4.197061771;0.413083662;0.731837726;0.564447073;0.572449911;0.999862907;Not Sig
Syt7;5.264200886;0.789729943;0.651936162;1.211360849;0.225757137;0.999862907;Not Sig
Syt9;3.702477665;0.131161663;0.860970207;0.152341697;0.878917439;0.999862907;Not Sig
Sytl1;22.32880289;-0.099745992;0.404353233;-0.246680337;0.805155625;0.999862907;Not Sig
Sytl3;9.389881413;-0.058928915;0.490176967;-0.120219673;0.904309134;0.999862907;Not Sig
Sytl4;46.95625404;0.020219084;0.226957332;0.089087601;0.929012291;0.999862907;Not Sig
Sytl5;3.771033883;-0.439874347;0.866402183;-0.507702261;0.611662163;0.999862907;Not Sig
Syvn1;1033.225275;-0.007330708;0.087083525;-0.084180193;0.932913166;0.999862907;Not Sig
Szrd1;1186.42366;-0.005911337;0.099788946;-0.059238395;0.952762228;0.999862907;Not Sig
Szt2;315.1892309;-0.00357359;0.12723372;-0.028086813;0.977592911;0.999862907;Not Sig
Tab1;681.0017568;0.04598126;0.092903282;0.494936876;0.62064468;0.999862907;Not Sig
Tab2;411.8294586;0.017903766;0.091858628;0.19490566;0.845466803;0.999862907;Not Sig
Tab3;14.32736737;-0.677067134;0.440634977;-1.53657147;0.124398283;0.999862907;Not Sig
Tac3;1.604685352;1.150832515;1.265110204;0.909669775;0.362996689;0.999862907;Not Sig
Tac4;2.906412402;-0.694984452;1.021932997;-0.680068511;0.496461082;0.999862907;Not Sig
Tacc1;1257.263473;0.058114592;0.087162463;0.666738757;0.504939018;0.999862907;Not Sig
Taco1;27.08294249;-0.156417643;0.321623518;-0.486337702;0.626727752;0.999862907;Not Sig
Tacr2;4.036364737;-0.019550485;0.848309188;-0.023046414;0.98161325;0.999862907;Not Sig
Tada1;446.4379914;0.0309118;0.105816998;0.292125093;0.770190981;0.999862907;Not Sig
Tada2a;301.2559917;0.008053437;0.126231369;0.063799018;0.94913026;0.999862907;Not Sig
Tada2b;261.3470807;0.111523402;0.124240679;0.897639987;0.369377514;0.999862907;Not Sig
Tada3;486.6905842;0.04007025;0.099333547;0.403390909;0.686660673;0.999862907;Not Sig
Taf1;249.7233394;0.044216296;0.121889086;0.362758448;0.716785334;0.999862907;Not Sig
Taf10;116.3968935;-0.176254048;0.245083071;-0.719160435;0.472042074;0.999862907;Not Sig
Taf11;201.4319777;-0.067869188;0.134061224;-0.506255171;0.612677529;0.999862907;Not Sig
Taf12;376.5181224;0.134607305;0.102399008;1.314537195;0.18866549;0.999862907;Not Sig
Taf13;280.1074668;0.011532406;0.154692556;0.07455049;0.940572368;0.999862907;Not Sig
Taf15;78.15314748;-0.066121101;0.281875691;-0.234575394;0.814538309;0.999862907;Not Sig
Taf1a;53.23392927;-0.195154395;0.247483435;-0.788555386;0.430371915;0.999862907;Not Sig
Taf1b;145.6422059;-0.073432652;0.197633864;-0.371559058;0.710221177;0.999862907;Not Sig
Taf1c;378.2139793;-0.172005575;0.107018856;-1.607245498;0.108000525;0.999862907;Not Sig
Taf1d;500.0227595;0.073448903;0.173824231;0.422546973;0.672625822;0.999862907;Not Sig
Taf2;358.8625769;0.102777295;0.126524963;0.812308441;0.416614668;0.999862907;Not Sig
Taf4;44.38829421;-0.239011049;0.235392924;-1.015370576;0.309929213;0.999862907;Not Sig
Taf4b;94.48003653;0.064416044;0.234642264;0.274528735;0.783678324;0.999862907;Not Sig
Taf5;101.5035454;0.077227141;0.193592781;0.398915396;0.689955545;0.999862907;Not Sig
Taf5l;246.848239;0.012238519;0.159803051;0.076585015;0.93895368;0.999862907;Not Sig
Taf6;723.1509294;-0.023475846;0.08407177;-0.279235779;0.780063887;0.999862907;Not Sig
Taf6l;194.4264987;-0.234814939;0.163276953;-1.438138912;0.150394644;0.999862907;Not Sig
Taf7;203.4883742;0.053570249;0.134787129;0.397443354;0.691040551;0.999862907;Not Sig
Taf8;576.2391957;-0.038126561;0.113602643;-0.335613331;0.73716247;0.999862907;Not Sig
Taf9;751.3743316;0.108602629;0.154216121;0.704223584;0.481293546;0.999862907;Not Sig
Taf9b;156.7400592;-0.149523065;0.230216427;-0.64948912;0.516022277;0.999862907;Not Sig
Tafa3;1.174063126;-2.419111132;1.642122321;-1.473161349;0.140707534;0.999862907;Not Sig
Tafa5;296.3811668;-0.084925164;0.145134987;-0.585146045;0.55844952;0.999862907;Not Sig
Tagap;86.52623965;0.102048241;0.261520147;0.390211778;0.696379953;0.999862907;Not Sig
Tagln2;14024.85121;-0.079951754;0.104662184;-0.763902977;0.444925063;0.999862907;Not Sig
Tagln3;6.05725352;0.488622978;0.62460058;0.782296708;0.434040221;0.999862907;Not Sig
Tal1;653.6988022;0.186649595;0.122352931;1.525501626;0.127134028;0.999862907;Not Sig
Taldo1;1437.919955;-0.02270958;0.097362668;-0.23324731;0.815569371;0.999862907;Not Sig
Tamm41;266.0634126;-0.052365475;0.13445051;-0.389477696;0.696922807;0.999862907;Not Sig
Tanc1;383.9531955;0.168916236;0.106286126;1.5892595;0.112001818;0.999862907;Not Sig
Tanc2;72.20366297;-0.158750715;0.233631153;-0.679492926;0.496825588;0.999862907;Not Sig
Tango6;128.7579963;0.097001833;0.153599035;0.631526317;0.527696447;0.999862907;Not Sig
Tank;213.3545668;0.042291617;0.192207817;0.220030681;0.82584726;0.999862907;Not Sig
Taok1;286.8836157;-0.099755943;0.124246338;-0.802888391;0.422039246;0.999862907;Not Sig
Taok2;1369.225831;-0.145635004;0.107386443;-1.356176815;0.175042917;0.999862907;Not Sig
Taok3;588.8661405;-0.01827329;0.138308431;-0.132119855;0.894889492;0.999862907;Not Sig
Tap1;374.0600828;-0.128289923;0.135062735;-0.949854324;0.342186279;0.999862907;Not Sig
Tapbpl;149.9425682;-0.317157726;0.258965079;-1.224712335;0.220683625;0.999862907;Not Sig
Tapt1;199.9432247;0.085440542;0.176825445;0.483191444;0.62895981;0.999862907;Not Sig
Tarbp1;76.90779438;-0.08971844;0.18214825;-0.492557243;0.622325465;0.999862907;Not Sig
Tarbp2;305.0960688;-0.134602941;0.122104152;-1.102361704;0.270304454;0.999862907;Not Sig
Tardbp;610.4161875;0.084529426;0.134762128;0.627249119;0.53049595;0.999862907;Not Sig
Tars1;929.0266455;0.054442412;0.095486799;0.570156426;0.568571607;0.999862907;Not Sig
Tars2;508.7716569;-0.07181054;0.098692173;-0.727621434;0.466845356;0.999862907;Not Sig
Tars3;12.66947073;0.123605693;0.540396686;0.228731405;0.819077684;0.999862907;Not Sig
Tas1r1;19.50546644;-0.065718652;0.430385885;-0.152697043;0.878637193;0.999862907;Not Sig
Tas2r120;2.111889322;-0.080019872;1.161410421;-0.068898876;0.945070113;0.999862907;Not Sig
Tasor2;157.6001926;-0.122289058;0.155331925;-0.787275748;0.431120463;0.999862907;Not Sig
Tasp1;154.4370113;0.126676291;0.171156718;0.740118722;0.45922796;0.999862907;Not Sig
Tatdn1;75.66200087;0.075322791;0.2196794;0.342875985;0.731691759;0.999862907;Not Sig
Tatdn2;335.183099;0.122230222;0.112330183;1.088133389;0.276536226;0.999862907;Not Sig
Tax1bp1;4466.84062;0.026842044;0.063860842;0.420320868;0.674251067;0.999862907;Not Sig
Tax1bp3;1829.95747;-0.060060911;0.090235441;-0.665602232;0.505665379;0.999862907;Not Sig
Taz;622.0212454;-0.00922748;0.104223341;-0.088535639;0.92945096;0.999862907;Not Sig
Tbata;2.565237261;0.460321683;1.110738237;0.414428591;0.678560254;0.999862907;Not Sig
Tbc1d1;1037.740165;0.112867897;0.121190004;0.931330087;0.351682843;0.999862907;Not Sig
Tbc1d10a;661.8733107;-0.043167471;0.136263753;-0.316793501;0.751400296;0.999862907;Not Sig
Tbc1d10b;876.4196813;0.080570473;0.096026965;0.839040087;0.401446815;0.999862907;Not Sig
Tbc1d14;955.1969674;0.009508703;0.105063895;0.090504;0.927886715;0.999862907;Not Sig
Tbc1d15;465.1142985;0.013544121;0.164422391;0.082373947;0.934349353;0.999862907;Not Sig
Tbc1d16;6.829942839;-0.332219364;0.601173418;-0.552618187;0.580524885;0.999862907;Not Sig
Tbc1d17;612.0711206;-0.036868308;0.140455693;-0.262490661;0.792943184;0.999862907;Not Sig
Tbc1d19;95.96937504;-0.002023489;0.178808556;-0.011316512;0.990970922;0.999862907;Not Sig
Tbc1d2;23.0574602;-0.058450205;0.456079921;-0.128157814;0.898024085;0.999862907;Not Sig
Tbc1d22a;42.83030281;0.199395576;0.306961102;0.649579295;0.515964011;0.999862907;Not Sig
Tbc1d22b;38.29438404;-0.201789379;0.305949324;-0.659551641;0.509541596;0.999862907;Not Sig
Tbc1d24;10.58842767;-0.049315041;0.443871116;-0.111102164;0.911535333;0.999862907;Not Sig
Tbc1d25;225.3291896;-0.064173242;0.120971941;-0.530480389;0.595778903;0.999862907;Not Sig
Tbc1d2b;1296.945653;0.035925193;0.097632532;0.367963344;0.712900567;0.999862907;Not Sig
Tbc1d30;10.82399391;-0.304030438;0.458640096;-0.662895461;0.507397509;0.999862907;Not Sig
Tbc1d31;158.9202748;-0.080517616;0.140815526;-0.571795017;0.567460853;0.999862907;Not Sig
Tbc1d5;322.6515238;-0.034877666;0.115770015;-0.301266834;0.763211029;0.999862907;Not Sig
Tbc1d7;67.39807238;-0.22621134;0.214685649;-1.05368636;0.292026536;0.999862907;Not Sig
Tbc1d8;159.6401811;0.076137879;0.219832333;0.346345225;0.729083285;0.999862907;Not Sig
Tbc1d8b;259.1865297;0.024716983;0.165980734;0.148914771;0.881620886;0.999862907;Not Sig
Tbc1d9;69.06781639;-0.207497563;0.228605872;-0.907665062;0.364055208;0.999862907;Not Sig
Tbc1d9b;2530.557571;-0.02900588;0.092890938;-0.312257366;0.754844939;0.999862907;Not Sig
Tbca;607.4991904;-0.071793496;0.092931205;-0.772544546;0.439791974;0.999862907;Not Sig
Tbcb;1045.10818;-0.084232593;0.09330442;-0.902771739;0.366647053;0.999862907;Not Sig
Tbcc;472.959574;-0.14445337;0.109111764;-1.3239028;0.185535328;0.999862907;Not Sig
Tbccd1;296.850777;-0.064790218;0.118956956;-0.544652622;0.585992456;0.999862907;Not Sig
Tbcd;717.2325317;-0.02059575;0.085057687;-0.242138604;0.808672766;0.999862907;Not Sig
Tbce;545.6757206;0.038324488;0.104923405;0.365261575;0.714916159;0.999862907;Not Sig
Tbcel;11.54141317;-0.22210105;0.541972819;-0.409801085;0.68195187;0.999862907;Not Sig
Tbck;149.7110029;0.139810513;0.133297392;1.048861582;0.29424183;0.999862907;Not Sig
Tbk1;366.2412647;0.081498592;0.106268618;0.766911193;0.443134318;0.999862907;Not Sig
Tbkbp1;153.2549946;-0.190125637;0.186901558;-1.017250143;0.309034448;0.999862907;Not Sig
Tbl1x;524.0715371;-0.120808548;0.440074444;-0.274518436;0.783686237;0.999862907;Not Sig
Tbl1xr1;916.0567469;0.031652667;0.10191164;0.310589325;0.756112843;0.999862907;Not Sig
Tbl2;284.1465651;0.135973246;0.141460038;0.96121313;0.336445016;0.999862907;Not Sig
Tbl3;646.2287186;-0.134500074;0.137898771;-0.975353683;0.32938485;0.999862907;Not Sig
Tbp;272.9897006;-0.086703488;0.117795407;-0.736051516;0.461699347;0.999862907;Not Sig
Tbpl1;435.9770236;0.118948631;0.099470245;1.195821234;0.231766328;0.999862907;Not Sig
Tbrg1;889.9356317;0.024967103;0.100133525;0.249338103;0.80309926;0.999862907;Not Sig
Tbrg4;360.0609904;-0.152446157;0.101715719;-1.498747278;0.133939207;0.999862907;Not Sig
Tbx10;24.4151101;-0.092623461;0.394157551;-0.234990959;0.81421575;0.999862907;Not Sig
Tbx15;2.096798697;-0.035963972;1.094880335;-0.0328474;0.973796279;0.999862907;Not Sig
Tbx18;146.6835157;-0.189291853;0.21361802;-0.886123058;0.375551219;0.999862907;Not Sig
Tbx19;35.96726113;-0.407880812;0.297920185;-1.369094249;0.170969816;0.999862907;Not Sig
Tbx20;239.9359886;-0.073366366;0.140479466;-0.522256869;0.601491495;0.999862907;Not Sig
Tbx22;6.977037894;-1.096747509;0.842446286;-1.301860459;0.192964092;0.999862907;Not Sig
Tbx3;46.04204223;-0.056244289;0.260431567;-0.215965713;0.829014474;0.999862907;Not Sig
Tbx4;61.00797509;-0.068956369;0.274559096;-0.251153101;0.801695742;0.999862907;Not Sig
Tbx6;5.251083179;-0.370967351;0.788215421;-0.470642088;0.637896347;0.999862907;Not Sig
Tbxa2r;42.51731232;0.44915532;0.283261472;1.585656238;0.112817311;0.999862907;Not Sig
Tc2n;275.3509089;-0.025215198;0.120434958;-0.209367768;0.834161153;0.999862907;Not Sig
Tcaf1;323.2246014;0.043643324;0.142972031;0.305257772;0.760169835;0.999862907;Not Sig
Tcaim;68.7315886;-0.061493282;0.219070225;-0.280701233;0.778939563;0.999862907;Not Sig
Tcea1;1052.6883;0.051562885;0.10493215;0.491392633;0.623148774;0.999862907;Not Sig
Tcea2;172.860489;-0.068341404;0.169578468;-0.403007557;0.686942665;0.999862907;Not Sig
Tcea3;72.55666027;0.366379869;0.253252036;1.446700587;0.1479808;0.999862907;Not Sig
Tceal1;197.555208;0.012470439;0.142482003;0.087522906;0.930255879;0.999862907;Not Sig
Tceal5;8.218190571;-0.812613111;0.713481877;-1.138940087;0.254728144;0.999862907;Not Sig
Tceal7;2.953430617;-0.720018388;1.663315442;-0.432881443;0.665100902;0.999862907;Not Sig
Tceal8;921.7734583;-0.039539843;0.112325911;-0.352009995;0.724830767;0.999862907;Not Sig
Tceal9;1602.115934;-0.012284522;0.114043019;-0.107718313;0.914219142;0.999862907;Not Sig
Tceanc;2.766525647;0.80223048;0.907251757;0.884242411;0.376565369;0.999862907;Not Sig
Tceanc2;125.3953095;-0.080503732;0.146681699;-0.548832831;0.583120177;0.999862907;Not Sig
Tcerg1;1040.108809;0.045056404;0.088371107;0.509854475;0.610153418;0.999862907;Not Sig
Tcf12;630.3816487;-0.092637966;0.143547858;-0.645345515;0.518703303;0.999862907;Not Sig
Tcf19;240.2134692;0.017645128;0.207645464;0.084977188;0.932279526;0.999862907;Not Sig
Tcf20;146.9364678;-0.189228115;0.152766003;-1.238679494;0.215464216;0.999862907;Not Sig
Tcf23;97.2290785;0.376265374;0.246471023;1.526610993;0.126857772;0.999862907;Not Sig
Tcf25;2737.618745;-0.031822393;0.0685133;-0.464470295;0.642310837;0.999862907;Not Sig
Tcf3;650.8335541;0.012689076;0.173824317;0.072999429;0.941806572;0.999862907;Not Sig
Tcf7;37.43264064;-0.163292877;0.298550825;-0.546951686;0.584411925;0.999862907;Not Sig
Tcf7l1;215.5502713;-0.100897233;0.123063478;-0.819879582;0.412284758;0.999862907;Not Sig
Tcf7l2;23.40331982;-0.01502706;0.365937401;-0.041064565;0.967244424;0.999862907;Not Sig
Tcf7l2.1;365.2793031;0.070159243;0.169985995;0.41273543;0.679800464;0.999862907;Not Sig
Tcfl5;3.369957108;0.021259091;0.862701078;0.024642476;0.980340139;0.999862907;Not Sig
Tchp;355.4619127;-0.130951424;0.125225961;-1.045721054;0.295689839;0.999862907;Not Sig
Tcim;253.0783773;-0.176457861;0.164472982;-1.072868372;0.283330179;0.999862907;Not Sig
Tcirg1;698.4003338;-0.197528109;0.129821751;-1.521533235;0.128126078;0.999862907;Not Sig
Tcn2;1020.835102;-0.133801426;0.099677865;-1.342338407;0.179486296;0.999862907;Not Sig
Tcof1;411.9499973;-0.08967964;0.111353148;-0.805362408;0.420610578;0.999862907;Not Sig
Tcp1;1409.225945;0.043961511;0.085236293;0.515760473;0.606021713;0.999862907;Not Sig
Tcp11;17.74709478;-0.389836991;0.424435406;-0.918483673;0.358365703;0.999862907;Not Sig
Tcp11l1;17.59039187;-0.136279004;0.380650932;-0.358015685;0.720331576;0.999862907;Not Sig
Tcp11l2;849.2783116;-0.028975575;0.111427159;-0.260040506;0.794832529;0.999862907;Not Sig
Tcp11x2;7.009718451;-0.910821538;0.998947878;-0.911780843;0.361884097;0.999862907;Not Sig
Tcta;990.0587991;0.104618497;0.091396699;1.144663838;0.252348437;0.999862907;Not Sig
